ID,provincia,departamento,localidad,nombre_barrio,otros_nombres_barrio,tipo_de_barrio,cantidad_de_familias,anio_creo_barrio,luz,excretas,agua,energia_calefaccion,energia_cocinar,emergencias_policia,emergencias_bomberos,emergencias_ambulancia,plantacion_forestal,ribera_rio,pendiente,basural,torres_de_alta_tension,linea_de_tren,camino_de_alto_trafico,desechos_industriales,actividad_agropecuaria,relleno_sanitario,inundaciones,jardin_de_infantes,escuela_primaria,escuela_secundaria,hospital,sala_medica,comisaria,parada_transporte_publico,plaza,centro_de_deportes,alcantarillado,asfalto,alumbrado,recoleccion_de_residuos,organizaciones_externas,mayores_problemas_barrio1,cosas_que_mas_le_gustan1,poligono,IDENTIFICAR,anio
TE_001461,"BUENOS AIRES","FLORENCIO VARELA","GOBERNADOR JULIO A. COSTA","Sol de Humahuaca",,ASENTAMIENTO,40,2011,"RED PÚBLICA CON MEDIDOR COMUNITARIO / SOCIAL. (NO HAY FACTURAS INDIVIDUALES, NO HAY UN MEDIDOR POR FAMILIA, SINO UNO O VARIOS MEDIDORES PARA MUCHAS FAMILIAS).","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,"A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.",NO,SÍ,OTRO,OTRO,"-58.29917338854132,-34.82916694503081 -58.30013767174654,-34.82790934950766 -58.30085063371322,-34.82830252058081 -58.29993044314084,-34.82953212043414 -58.29917338854132,-34.82916694503081","CUMPLE CON LA DEFINICIÓN ",2016
TE_001462,"BUENOS AIRES","FLORENCIO VARELA","GOBERNADOR JULIO A. COSTA","La esperanza","La paloma",ASENTAMIENTO,145,2012,"RED PÚBLICA CON MEDIDOR COMUNITARIO / SOCIAL. (NO HAY FACTURAS INDIVIDUALES, NO HAY UN MEDIDOR POR FAMILIA, SINO UNO O VARIOS MEDIDORES PARA MUCHAS FAMILIAS).","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA","A VECES","A VECES","A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)",NO,NO,"SI, HECHOS POR LOS VECINOS.",NO,SÍ,INSEGURIDAD/DELINCUENCIA,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-58.30396797796441,-34.82551961713692 -58.30268008824238,-34.82733259816973 -58.30118966267672,-34.82658784451619 -58.30251341918017,-34.82481966105558 -58.30396797796441,-34.82551961713692","CUMPLE CON LA DEFINICIÓN ",2016
TE_001463,"BUENOS AIRES","FLORENCIO VARELA","GOBERNADOR JULIO A. COSTA","Las Carpas de Humahuaca (lo llaman asi en la municipalidad)",,ASENTAMIENTO,45,2013,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,NUNCA,NUNCA,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)",NO,NO,NO,NO,NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-58.2989234,-34.8290979 -58.2973194,-34.8312687 -58.2964075,-34.8307976 -58.2967052,-34.8303991 -58.2953426,-34.8296989 -58.2950798,-34.8300755 -58.29491879999999,-34.8299895 -58.2955384,-34.8291859 -58.29706190000001,-34.8299433 -58.2980382,-34.8286531 -58.2989234,-34.8290979","CUMPLE CON LA DEFINICIÓN ",2016
TE_001464,"BUENOS AIRES","FLORENCIO VARELA","GOBERNADOR JULIO A. COSTA","San Jorge",,ASENTAMIENTO,100,2011,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","GAS EN GARRAFA",SIEMPRE,SIEMPRE,NUNCA,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,NO,"SI, HECHOS POR LOS VECINOS.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE PAVIMENTACIÓN","UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-58.29654160000001,-34.8217306 -58.2991004,-34.8230649 -58.2988188,-34.8234459 -58.299095,-34.8235956 -58.2989421,-34.8237893 -58.29882140000001,-34.8238862 -58.2984674,-34.8237013 -58.2982421,-34.8240338 -58.297711,-34.8245182 -58.2974428,-34.8246238 -58.2952166,-34.8234789 -58.29654160000001,-34.8217306","CUMPLE CON LA DEFINICIÓN ",2016
TE_001465,"BUENOS AIRES",QUILMES,"QUILMES OESTE",09/08/2016,,ASENTAMIENTO,220,1985,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,"A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.",NO,SÍ,INSEGURIDAD/DELINCUENCIA,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-58.311472,-34.749176 -58.310742,-34.750411 -58.30818900000001,-34.749018 -58.309734,-34.747748 -58.311472,-34.749176","CUMPLE CON LA DEFINICIÓN ",2016
TE_001466,CORRIENTES,CAPITAL,CORRIENTES,"Asentamiento de la Calle Trento","Ciudades Corrientes",ASENTAMIENTO,100,2010,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","GAS EN GARRAFA","A VECES",SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","SI, PROVISTOS POR EL ESTADO.",NO,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-58.782691,-27.498417 -58.7827217461054,-27.49862136881586 -58.78226534934804,-27.49875193118604 -58.78202999350266,-27.49907270134985 -58.78205307094839,-27.49951694322504 -58.78178371514478,-27.49958523954498 -58.78195100000001,-27.500682 -58.78014799999999,-27.500944 -58.78140899999999,-27.498227 -58.78182699999999,-27.498327 -58.782235,-27.498432 -58.782428,-27.498413 -58.782568,-27.49842200000001 -58.782691,-27.498417","CUMPLE CON LA DEFINICIÓN ",2016
TE_001467,CORRIENTES,CAPITAL,CORRIENTES,"Costa Esperanza",,ASENTAMIENTO,250,1995,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","DENTRO DEL BARRIO","DENTRO DEL BARRIO","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,INSEGURIDAD/DELINCUENCIA,TRANQUILIDAD,"-58.79097025631742,-27.50066269745058 -58.79056947377001,-27.50106878680608 -58.79016566282354,-27.50132053235064 -58.78944795498821,-27.50149266050595 -58.78943827754948,-27.50189025220307 -58.78852200000001,-27.501934 -58.788544,-27.502581 -58.78656929115257,-27.50267219017115 -58.78667056169871,-27.50163600621853 -58.78669939447815,-27.5016378009942 -58.78672,-27.501096 -58.786527,-27.500068 -58.787474,-27.499954 -58.787924,-27.500145 -58.790797,-27.499783 -58.79097025631742,-27.50066269745058","CUMPLE CON LA DEFINICIÓN ",2016
TE_001469,"BUENOS AIRES","JOSE C. PAZ","JOSÉ C. PAZ (CABECERA PDO.)","el ceibo",,ASENTAMIENTO,50,1985,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","PERFORACIÓN / POZO (CADA FAMILIA TIENE SU PROPIO POZO)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 50 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO",,"DENTRO DEL BARRIO","DENTRO DEL BARRIO","DENTRO DEL BARRIO","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","DENTRO DEL BARRIO","DENTRO DEL BARRIO","DENTRO DEL BARRIO","SI, PROVISTOS POR EL ESTADO.",NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",SÍ,INSEGURIDAD/DELINCUENCIA,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-58.7803320486363,-34.51808521153951 -58.78183218976705,-34.51907541243564 -58.78129875368321,-34.51966419099928 -58.78143033735581,-34.51978581777414 -58.77986673690094,-34.52144605792641 -58.7783879898332,-34.52046800592983 -58.77983818484778,-34.51863983545007 -58.7803320486363,-34.51808521153951","CUMPLE CON LA DEFINICIÓN ",2016
TE_001471,"BUENOS AIRES","GENERAL SAN MARTIN","VILLA SAN ANDRÉS","el ombú","villa granaderos",VILLA,50,1960,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","TANQUE COMUNITARIO (TANQUE DE AGUA LA QUE ESTAN CONECTADOS LOS VECINOS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","SI, PROVISTOS POR EL ESTADO.",SÍ,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-58.527738,-34.556408 -58.527397,-34.556096 -58.527015,-34.556409 -58.527301,-34.55669 -58.527738,-34.556408","CUMPLE CON LA DEFINICIÓN ",2016
TE_001473,"BUENOS AIRES","GENERAL SAN MARTIN","VILLA SAN ANDRÉS","Barrio Morris",,VILLA,40,1969,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 50 MTS","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,NO,NO,NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-58.53013243038043,-34.55454373860545 -58.53039559227815,-34.55423064828138 -58.53071062827633,-34.55384375127432 -58.53077270413509,-34.55388739070602 -58.53081719823187,-34.55391555124842 -58.53025378254787,-34.55462448898867 -58.53013243038043,-34.55454373860545","CUMPLE CON LA DEFINICIÓN ",2016
TE_001474,"SANTA FE","DEPARTAMENTO DE ROSARIO","ROSARIO NOROESTE","Los Pumitas","Comunidad Qom Qadhuoqte - Empalme Graneros",VILLA,1500,1988,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA","A VECES",NUNCA,NUNCA,"NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO",,"ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","NO SABE / NO RESPONDE","SI, PROVISTOS POR EL ESTADO.",SÍ,"SI, PROVISTOS POR EL ESTADO.",NO,SÍ,DROGA/ALCOHOL/TABACO,OTRO,"-60.70658065196604,-32.90867281425715 -60.70649370316804,-32.91153304458436 -60.70640493817173,-32.9133488795983 -60.70439780793834,-32.91326769353969 -60.70431089388852,-32.91411928438721 -60.70290979762436,-32.9140863801253 -60.70290471478356,-32.91327768990752 -60.70114428074221,-32.91321758994246 -60.70113772025964,-32.91345690570878 -60.69948016485052,-32.91341432955744 -60.69910895497065,-32.91359970327292 -60.69901105769367,-32.91346848915923 -60.70081690977052,-32.9119367886984 -60.70573195849596,-32.90790009041707 -60.70658065196604,-32.90867281425715","CUMPLE CON LA DEFINICIÓN ",2016
TE_001475,"RÍO NEGRO","GENERAL ROCA",CIPOLLETTI,"costa sur",,ASENTAMIENTO,60,1950,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","LEÑA O CARBÓN","LEÑA O CARBÓN","A VECES",SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)","DENTRO DEL BARRIO","MÁS DE 50 CUADRAS(+5 KM)","DENTRO DEL BARRIO","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-68.01859246275384,-38.94780226629407 -68.01831988698478,-38.94806310268733 -68.01792507593028,-38.94841187901547 -68.01698657617978,-38.94947139574222 -68.01682110067191,-38.94978192720608 -68.0163797503635,-38.95024898564623 -68.01587437436625,-38.95063292568236 -68.01505661783787,-38.95102917715885 -68.01442812130667,-38.95080245966501 -68.01334886711508,-38.95118105315582 -68.01317103225836,-38.95099845968165 -68.01441839869534,-38.95030336923033 -68.01434473317799,-38.9497986170497 -68.01501717704812,-38.94949520444609 -68.01597683473526,-38.94904293011166 -68.01710488902685,-38.94842335606872 -68.01778803527233,-38.948023629682 -68.01840680626411,-38.94764479622516 -68.01859246275384,-38.94780226629407","CUMPLE CON LA DEFINICIÓN ",2016
